trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-06-26,2026-06-26,2026-06-29,ARKX,new,HONIV,HONEYWELL INTERNATIONAL -WI,438516205,0,21991,0,21991,,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKX,new,HONAV,HONEYWELL AEROSPACE  -WI,43849R105,0,21991,0,21991,,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKX,new,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,0,279868,0,279868,,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKK,buy,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,1496039,1546046,1496039,50007,3.34,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKK,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,2736222,2793846,2736222,57624,2.11,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKK,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,1691702,1718311,1691702,26609,1.57,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKK,buy,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,1400392,1430822,1400392,30430,2.17,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKK,buy,CBRS,CEREBRAS SYSTEMS INC - A,15675D103,502493,518845,502493,16352,3.25,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKK,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,4999122,7762154,4999122,2763032,55.27,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKW,buy,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,338268,349449,336811,12638,3.75,0.995692
2026-06-26,2026-06-26,2026-06-29,ARKG,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,297034,1693371,295922,1397449,472.24,0.996255
2026-06-26,2026-06-26,2026-06-29,ARKQ,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,777607,786315,777607,8708,1.12,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKK,buy,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,19836492,20208300,19836492,371808,1.87,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKK,buy,XE,X-ENERGY INC,98386P102,2338203,2405765,2338203,67562,2.89,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKW,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,697914,709456,694907,14549,2.09,0.995692
2026-06-26,2026-06-26,2026-06-29,ARKG,buy,GENB,GENERATE BIOMEDICINES INC,370920100,598466,659993,596225,63768,10.70,0.996255
2026-06-26,2026-06-26,2026-06-29,ARKW,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,323448,328772,322055,6717,2.09,0.995692
2026-06-26,2026-06-26,2026-06-29,ARKK,buy,BLSH,BULLISH,G16910120,4047424,4089496,4047424,42072,1.04,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKW,buy,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,342745,348959,341268,7691,2.25,0.995692
2026-06-26,2026-06-26,2026-06-29,ARKF,buy,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,248274,250659,244942,5717,2.33,0.986578
2026-06-26,2026-06-26,2026-06-29,ARKG,buy,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,12751415,12941493,12703666,237827,1.87,0.996255
2026-06-26,2026-06-26,2026-06-29,ARKG,buy,TEM,TEMPUS AI INC-CL A,88023B103,2204291,2210639,2196037,14602,0.66,0.996255
2026-06-26,2026-06-26,2026-06-29,ARKW,buy,CBRS,CEREBRAS SYSTEMS INC - A,15675D103,137809,141345,137215,4130,3.01,0.995692
2026-06-26,2026-06-26,2026-06-29,ARKX,buy,SPCX,SPACE EXPLORATION TECHN-CL A,84615Q103,477958,481651,477958,3693,0.77,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKF,buy,,ARK BITCOIN ETF HOLDCO (ARKF),MM005473T,2096992,2096992,2068845,28147,1.36,0.986578
2026-06-26,2026-06-26,2026-06-29,ARKF,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,213414,742631,210549,532082,252.71,0.986578
2026-06-26,2026-06-26,2026-06-29,ARKF,buy,CRCL,CIRCLE INTERNET GROUP INC,172573107,466304,466621,460045,6576,1.43,0.986578
2026-06-26,2026-06-26,2026-06-29,ARKQ,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,7187442,7595733,7187442,408291,5.68,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKF,buy,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,246812,246977,243499,3478,1.43,0.986578
2026-06-26,2026-06-26,2026-06-29,ARKF,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,31991,31991,31562,429,1.36,0.986578
2026-06-26,2026-06-26,2026-06-29,ARKG,buy,ALMR,ALAMAR BIOSCIENCES INC,010911105,628584,635708,626230,9478,1.51,0.996255
2026-06-26,2026-06-26,2026-06-29,ARKW,buy,BLSH,BULLISH,G16910120,911304,918006,907378,10628,1.17,0.995692
2026-06-26,2026-06-26,2026-06-29,ARKF,buy,BLSH,BULLISH,G16910120,757037,751671,746876,4795,0.64,0.986578
2026-06-26,2026-06-26,2026-06-29,ARKF,buy,,BRERA HOLDINGS PLC-CL B,G13311132,91322,91322,90096,1226,1.36,0.986578
2026-06-26,2026-06-26,2026-06-29,PRNT,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,316252,320812,316252,4560,1.44,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKF,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,78805,78805,77747,1058,1.36,0.986578
2026-06-26,2026-06-26,2026-06-29,ARKK,sell,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,538399,85578,538399,-452821,-84.11,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKW,sell,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,101822,16262,101383,-85121,-83.96,0.995692
2026-06-26,2026-06-26,2026-06-29,ARKK,sell,ROKU,ROKU INC,77543R102,216477,178732,216477,-37745,-17.44,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKF,sell,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,58933,25695,58142,-32447,-55.81,0.986578
2026-06-26,2026-06-26,2026-06-29,ARKG,sell,ABSI,ABSCI CORP,00091E109,10566258,10334068,10526691,-192623,-1.83,0.996255
2026-06-26,2026-06-26,2026-06-29,ARKG,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,1515253,1490188,1509579,-19391,-1.28,0.996255
2026-06-26,2026-06-26,2026-06-29,ARKW,sell,ROKU,ROKU INC,77543R102,206367,198325,205478,-7153,-3.48,0.995692
2026-06-26,2026-06-26,2026-06-29,ARKQ,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,2032535,1958073,2032535,-74462,-3.66,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKX,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,1459271,1405383,1459271,-53888,-3.69,1.000000
2026-06-26,2026-06-26,2026-06-29,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,835827,746537,832226,-85689,-10.30,0.995692
2026-06-26,2026-06-26,2026-06-29,ARKX,exit,HON,HONEYWELL INTERNATIONAL INC,438516106,43981,0,43981,-43981,-100.00,1.000000
