trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,new,,Raytheon Co,755111507,equity,0,417800,0,417800,,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,new,NOC,Northrop Grumman Corp,666807102,equity,0,135600,0,135600,,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,new,GOOGL,Alphabet Inc.,02079K305,equity,0,32800,0,32800,,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,new,P,Pure Storage Inc.,74624M102,equity,0,1600000,0,1600000,,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,new,SYF,Syncrony Fin&apos;l,87165B103,equity,0,473600,0,473600,,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,new,CMG,Chipotle Mex Grill Inc.,169656105,equity,0,20200,0,20200,,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,new,SGI,Tempur Sealy Int&apos;l Inc.,88023U101,equity,0,125500,0,125500,,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,buy,AMZN,Amazon.com Inc.,023135106,equity,97300,190000,97300,92700,95.27,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,buy,,Ctrip.com Int&apos;l Ltd.,22943F100,equity,480600,772300,480600,291700,60.69,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,sell,META,Facebook Inc.,30303M102,equity,4093300,2530494,4093300,-1562806,-38.18,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,sell,HDB,HDFC Bank Ltd.,40415F101,equity,1003600,491100,1003600,-512500,-51.07,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,sell,MSFT,Microsoft Corp,594918104,equity,1389000,1165000,1389000,-224000,-16.13,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,WFC,Wells Fargo &amp; Co,949746101,equity,1188900,0,1188900,-1188900,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,WDAY,Workday Inc,98138H101,equity,438379,0,438379,-438379,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,JD,JD.Com Inc,47215P106,equity,1078400,0,1078400,-1078400,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,ILMN,Illumina Inc,452327109,equity,155800,0,155800,-155800,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,UAA,"Under Armour, Inc",904311107,equity,259800,0,259800,-259800,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,EXPE,Expedia Inc,30212P303,equity,173100,0,173100,-173100,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,CCL,Carnival Corp,143658300,equity,388400,0,388400,-388400,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,,Priceline Group Inc,741503403,equity,15600,0,15600,-15600,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,RCL,Royal Carib&apos;n Cruises Ltd,V7780T103,equity,213500,0,213500,-213500,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,PYPL,PayPal Holdings Inc,70450Y103,equity,565200,0,565200,-565200,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,,Pioneer Nat&apos;l Res&apos;s Co,723787107,equity,82700,0,82700,-82700,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,EOG,EOG Resources Inc,26875P101,equity,138000,0,138000,-138000,-100.00,1.000000
2015-09-30,2015-09-30,2015-12-31,Duquesne Family Office,exit,,Dow Chemical Co,260543103,equity,235800,0,235800,-235800,-100.00,1.000000
